temperature,humidity,moisture,nitrogen,potassium,phosphorus,label
39.9,85,27.3,10.4,77.1,23.1,Diseased
39.5,73.4,22.9,91.8,25.2,18.3,Diseased
27,62.1,25.4,55.5,62.1,31.7,Diseased
36.8,60,24.2,97.9,13.3,19.2,Diseased
38,78,67.4,56.9,18.1,39.4,Diseased
35.9,53.7,67.5,31,37.5,49,Diseased
21.3,74.5,36.8,60.8,41.4,48.2,Healthy
30,83.1,54.1,31.3,67.8,32.5,Healthy
20.8,73,48.8,81.4,69,18.2,Healthy
28,75.1,37,94.4,52.8,26.5,Healthy
29.8,62.8,55.7,70.6,49.6,49.5,Healthy
27.9,45.5,26.8,96.3,38.5,17.5,Diseased
39,53.5,55.8,26.9,21.6,20.8,Diseased
28.1,55.9,36.1,14.4,11.8,23.4,Diseased
22,72.5,52,68.4,66.2,43.4,Healthy
37.7,68.3,47.6,92.8,79.3,11,Healthy
33.8,79.2,67,95.3,59.1,43.3,Diseased
29.9,81,33.7,29.8,36.5,12.9,Diseased
26.4,54.5,52.3,19.4,29.8,34.8,Diseased
38.9,57.7,43.6,27.6,41.8,44,Diseased
22.5,67.2,67.8,18.9,25.8,25.6,Diseased
23.5,84.8,35.8,19.7,19.7,12.6,Diseased
35.5,67.1,63.8,83.7,67.2,28.4,Diseased
26.7,61.8,44.7,78.9,76.8,17.3,Healthy
23.3,48.7,56,87.1,51.4,6.8,Diseased
35.4,57,44.7,46.1,55.7,33.5,Healthy
30.1,40.5,63,21.8,77.5,30.4,Diseased
36.8,61,30.2,96.7,69.8,9.8,Diseased
26.5,60.2,68.7,82.7,69,13.3,Diseased
26.7,55.1,69.5,25.9,79,18.1,Diseased
38.2,44.8,59.6,41.8,73.3,11.3,Healthy
32,49,38.6,49,20.9,33.6,Healthy
39.9,72.5,67.8,44.4,24.7,8.9,Diseased
35.6,84.9,40.2,92.5,20.4,43.5,Healthy
33.3,42.6,60.3,56.1,25.9,7.7,Diseased
32.5,50,32.5,45.8,74.1,36.5,Healthy
37.9,73,59.9,94.8,35.3,48.3,Healthy
21.5,85.6,40.3,16.2,74.6,9.1,Diseased
39.9,46.9,67.5,86.1,50.8,42.2,Diseased
20.9,46.1,26.1,99.2,10.2,5.8,Diseased
39.7,59,56.7,22.6,13.4,49.8,Diseased
33.3,53,32.4,28.8,14.8,6.6,Diseased
26.5,68.2,35.8,95.7,70.5,13.9,Healthy
39.9,59.1,67.8,48.2,31.8,32.3,Diseased
26.1,73.6,43,39.2,63.5,6.2,Diseased
27.3,52.3,23.8,49.5,35.2,38.8,Diseased
28.3,60.7,34.3,86.2,25.2,38.4,Healthy
30,60.3,21.9,66,51.5,36.3,Diseased
36.7,55.3,52,84.7,36.4,12.8,Healthy
23,63.4,44.5,36.7,54.3,26.2,Healthy
37.9,62.4,69.6,98,22.2,46.9,Diseased
33.1,63.7,21.4,88.7,27.6,10.7,Diseased
37.5,44.5,24.4,15.4,68.2,22.3,Diseased
20.8,66.2,54.5,69.8,70.7,47.1,Healthy
36.8,86.3,51,20.4,12.7,48.6,Diseased
34.8,53.2,58.6,41.7,52.8,13.2,Healthy
20.4,74.2,21.6,52.4,43.5,22.1,Diseased
23.3,54.1,23.2,10.9,46.7,9.2,Diseased
35.5,80.3,44.6,96.8,57.7,9,Diseased
32,73.2,64.5,78.4,19.3,14.3,Diseased
21.7,87.2,50.9,47.4,62.1,7.6,Diseased
37.8,49,44.1,84.3,68.5,14.6,Healthy
20,68.6,50.2,35.4,16.2,7.5,Diseased
25.3,61,28.5,92.8,60.4,42.2,Diseased
38.1,69.1,28.6,91.3,62.1,20.7,Diseased
27.5,55.9,57.4,26.3,26.4,19,Diseased
36.2,61.2,39.4,76.6,29.8,14.4,Healthy
36.5,45.2,64.6,14.1,39.8,30,Diseased
20.9,76.1,66.6,52.4,23.2,22.2,Diseased
26.9,69.4,48.3,60.3,66.8,39.7,Healthy
35.7,85.3,52.4,48,44.1,6.5,Diseased
22.1,63,64,12.7,54.1,23.4,Diseased
26.8,57.4,57.1,56.7,25.6,19.6,Healthy
25.2,65.9,36.4,20.1,23.2,38.2,Diseased
24.9,80.8,34.5,33,53.5,38.7,Healthy
26.9,40.9,62.5,93.5,44.8,32.2,Diseased
39.6,58.6,31.1,83.9,22.1,47.2,Healthy
33.9,75.1,43.1,51,16.3,14.7,Diseased
25,51.7,45.2,23.1,21.7,6.7,Diseased
23.8,42.4,48.9,95,17,6,Diseased
31.1,84.2,40.1,56,12.6,10.7,Diseased
32.5,63.3,57.4,87.4,72.2,47.7,Healthy
39.2,56.4,23.8,27.7,52.5,25.2,Diseased
35.1,45.4,28.3,84.4,70.3,17.8,Diseased
39.1,73.9,42.2,41.2,54.6,31.8,Healthy
29.2,45.9,45.7,37.1,16.1,35.1,Diseased
25.2,83.8,40.9,91.2,51.2,17.6,Healthy
37.2,62.6,31.5,41.5,23.8,14.5,Healthy
25.2,81.7,50.9,30.9,64.2,34.6,Healthy
29.5,46.6,25,80.2,56.8,33,Diseased
26.1,79.3,34,54.4,16.6,33.9,Diseased
39.9,88.7,62.3,29.6,42,9.2,Diseased
31.4,64.7,68.2,24.8,37.4,19.4,Diseased
37.5,58.1,62.5,43.7,70.2,44,Diseased
38.6,69.8,56.7,75.5,34.7,30.2,Healthy
39.4,85,60.5,72.8,61.8,49.2,Diseased
26.5,44.3,35.8,68,22.6,22.5,Healthy
32.7,60.2,50,88.3,36.5,42.8,Healthy
36.5,73,43.8,27.6,12.6,37,Diseased
22.3,73.3,57.9,69.2,35.1,31.8,Healthy
23.2,58.3,50.7,34.8,16,46.5,Diseased
26.4,45.3,47.6,74.8,72.3,27.2,Healthy
36.4,65.4,37.2,87.4,21.5,20.5,Healthy
25.2,50.5,32,20.3,40.5,11.1,Diseased
23.4,51.2,67.7,63.8,53.3,40.3,Diseased
38,53.6,63.3,47.9,39.7,46.1,Diseased
27.9,63.5,37.9,83.5,63,22.5,Healthy
29.9,49,20,36.9,33.5,40.1,Diseased
34.3,73.5,60.6,53.9,38.5,35.1,Diseased
35.5,54.4,21.8,17.6,75.7,8.5,Diseased
29.4,58.2,48.5,45,65.7,29.8,Healthy
37.3,57.8,44,11.6,54,41.2,Diseased
37.4,44.5,53.6,37.6,64.5,16.4,Healthy
21.4,59.3,49.4,14.2,66,16.1,Diseased
25.3,59.9,68.7,98.5,21.9,40.3,Diseased
29,40.8,55.2,21.2,45.2,22.6,Diseased
23.8,57.3,34.6,65.8,18.6,39.3,Diseased
32.4,52.3,36.1,20.7,11.6,35.8,Diseased
32.5,69.8,62,36.7,26.6,38.1,Diseased
22.3,75.1,32.2,88.7,12.3,32.6,Diseased
23.3,69.1,25.7,37,30.6,33.9,Diseased
22.4,48.2,56.8,63,44.1,16.6,Healthy
34.2,80,64.4,32.6,42.2,16.8,Diseased
28.6,72.6,35.7,68.6,39.1,25,Healthy
25.8,50.7,26.5,99.8,10.4,17.6,Diseased
22.1,43.8,63.3,58,78.7,29.6,Diseased
32.8,84.2,57.2,31.7,72.3,5.3,Diseased
35.1,51.6,35.2,55.8,26.2,37.4,Healthy
34,61.8,63.2,82.5,35.1,30.1,Diseased
27,62.1,22.1,18.8,63.4,45.9,Diseased
33.8,47.1,65.4,82.8,19.2,11,Diseased
36.3,46.1,21.7,33.4,62.6,38.9,Diseased
38.1,79.3,46.6,84,35.4,39.1,Healthy
20.3,87.5,34.7,36.9,32.3,18,Healthy
23.2,68.9,38.7,24.9,48.5,13.4,Diseased
35.5,81.4,41.5,91.1,78,14.9,Healthy
39.8,46.8,53.3,27.8,46.2,30.5,Diseased
29,41.1,31.1,39.4,72.7,47.1,Healthy
23.8,46,67.3,91.2,73.8,20.2,Diseased
31.2,89,30.9,14.6,58,16.4,Diseased
39.9,57.1,66.1,85.9,43.2,28.1,Diseased
32.4,84.1,50.1,87.5,39.7,5.5,Diseased
39.4,70.7,24.8,54.7,21.9,16.8,Diseased
36.8,52.3,42.4,92.6,42.3,30.1,Healthy
31.8,84.8,46.6,62.1,49.3,43.6,Healthy
27.8,40.6,43.9,59.1,17.5,31.9,Diseased
34.2,50.4,31.8,46.7,70.4,13.6,Healthy
26.4,57.8,53.5,97.2,49,28,Healthy
35.7,78.5,55.3,30.3,77.9,36.8,Healthy
22.5,48.9,70,60.8,63.4,23,Diseased
38.8,47.1,32,46.8,10.2,30.6,Diseased
37,58.9,52,80,77.5,31.1,Healthy
25.5,57.4,43.8,80.6,71.9,10.5,Healthy
39,60.1,35.2,95.9,58.9,12.7,Healthy
29,87.7,32.5,79.6,25.2,17.1,Healthy
25.4,88,46.5,58.9,26.7,27.6,Healthy
38.6,68.5,36,14.8,41.6,27.1,Diseased
33,89.4,53.8,22,35.8,41.5,Diseased
34.8,45.3,38.8,44.4,29.9,6.4,Diseased
36.6,53,60.6,20.4,78.6,15.6,Diseased
38,76.9,44.4,81.1,11,35,Diseased
25.7,68.6,69.3,29,44.6,8.4,Diseased
25,45.9,53,51,12.5,14.5,Diseased
31.7,58.7,35.2,29.6,61.5,24.1,Diseased
27.5,64.9,52.5,49.7,65.3,21.5,Healthy
35.5,82.1,63.1,48.3,21.1,33.8,Diseased
32.5,48.2,52.6,53,12.9,23,Diseased
37.1,41.7,24.6,93.8,38,38.8,Diseased
34,82.1,32.2,33,69.4,23.3,Healthy
36.8,45.7,39.5,55.7,38.5,27.4,Healthy
25.1,69.6,47.5,75.9,64.7,42.2,Healthy
33.4,80.6,42.2,95.5,77.3,29.7,Healthy
37.6,85.9,59.5,88.3,67.3,17.1,Healthy
39.2,72.4,31.3,18.3,29,31.3,Diseased
24.8,72.8,45.7,85.7,34.8,26.8,Healthy
33.8,51.1,67.3,34.1,36.9,49.2,Diseased
23.8,54.5,35.7,56.7,78.8,6.7,Diseased
32.6,84.1,57.1,50,67.6,17.1,Healthy
22.2,41,59,54.6,19.2,48.1,Diseased
38.3,54.5,60.3,17,70.2,10.9,Diseased
23,81.1,30.4,30.3,60.4,48.4,Healthy
38.6,55.4,66,94.7,45.2,27.7,Diseased
38.8,73.7,49.3,63.3,42.7,38.9,Healthy
25.3,76.1,25.2,83.6,29.8,6,Diseased
30.1,55.5,26.8,42,52.8,25.2,Diseased
37.6,84.6,36.5,12.7,58.7,22.1,Diseased
23.2,60.8,67.5,69.3,53.3,32.3,Diseased
21,89.7,20.6,42.3,19.6,31.8,Diseased
36.4,53,58.6,12.4,64.5,45.3,Diseased
25,54.5,50.7,83.1,24.9,10.2,Healthy
28.5,83.4,30.8,18,38,7.5,Diseased
27.8,65.2,47.7,69.6,48.2,12.8,Healthy
25.5,57.2,42.4,52.5,26.7,34.2,Healthy
27,46.3,47.3,43.1,27,40.6,Healthy
20.4,68.2,32,48.8,73.1,23.4,Healthy
21.3,54.1,60.7,27.2,77.2,46.5,Diseased
20.8,56,37,55.2,11.9,33.5,Diseased
33.5,81.2,34.9,54.7,36.9,18.2,Healthy
31.6,41.2,59.3,70,30.4,31.8,Healthy
23.5,84.9,59,18.9,22.6,46.6,Diseased
36.2,58.6,62.8,98.6,41.8,12.9,Diseased
39.7,54.6,33.1,47.5,47.2,26.6,Healthy
35.7,89.2,68.2,23,47.7,29,Diseased
29.8,57.1,51.1,98.8,23.5,38.2,Healthy
22.9,52.1,39.4,15.7,58.9,19.6,Diseased
28.8,61.5,44.9,23.5,67.6,42.9,Diseased
38.6,40.5,44.3,36.2,45.9,47.5,Healthy
31.7,53.4,54,75.4,49.4,30.8,Healthy
39,85.4,28.8,54.8,31.3,21.8,Diseased
23.7,67.7,50.7,50.6,32.4,26.1,Healthy
27.6,62.4,67.8,12,22.2,20.9,Diseased
37.7,59.3,65.1,14.4,29.6,18.6,Diseased
21.7,47.5,50.6,89.4,69.8,39.1,Healthy
27,54,41.7,47.3,73.8,19.5,Healthy
34.1,64.8,48,29.9,12.3,16.8,Diseased
34.1,52.8,52.3,29,15.3,44.2,Diseased
27.8,60.5,50.3,97.9,60.8,13.4,Healthy
31.8,60.1,61.4,83.2,20.1,9.4,Diseased
38.8,58.6,34.4,78.9,41.5,27.2,Healthy
29.9,64.9,39.1,48.1,39.2,23.3,Healthy
21.2,58.5,57.5,67.6,76.5,7.4,Diseased
24.7,79.3,48.4,96.8,21,15.9,Healthy
26.3,57.8,29.8,33.8,10.7,25.2,Diseased
25.1,51.3,53,17.2,15.8,26.8,Diseased
36.9,66.9,58,55.8,67.7,5.6,Diseased
32.7,48.3,41.2,97.2,76.8,35,Healthy
27.1,49.9,37.7,59.4,75.8,38.9,Healthy
21.9,54.4,64.4,81.9,65.8,6.5,Diseased
31.5,79.7,57,78.8,42.8,48.9,Healthy
34.7,81.9,53.3,55.4,73.8,6.5,Diseased
31.7,87.1,33.4,69.7,24.7,31.5,Healthy
28.1,82.5,50.6,51.7,57.8,46.8,Healthy
20.1,59.1,26.3,37.2,49.7,43.9,Diseased
35.2,75.9,36.7,22.3,40.8,19.2,Diseased
27.3,61.7,44.5,48.2,48.4,12.5,Healthy
26.5,76.3,34.4,84.3,36,22.1,Healthy
28.4,67.4,35,47.2,40.4,18.6,Healthy
32.3,76.3,33.2,66.2,49.2,7.4,Diseased
27,47.2,43.5,99.7,50.6,25.9,Healthy
35.4,48.3,43.4,45.7,50.5,12.8,Healthy
20.7,74.8,49.6,100,72.6,38.8,Healthy
22,84.8,50.2,89.7,76.5,7.1,Diseased
22.8,77,27.8,45.8,72.6,30.7,Diseased
27.2,89.1,67.7,64.9,78.7,28.5,Diseased
35.5,75.2,34.4,72.1,13.6,48,Diseased
36.9,65.4,44.1,82.8,78,19.4,Healthy
23.1,43.7,46.2,29,68.7,34.1,Diseased
34.3,88,47.6,50.8,28.9,35.3,Healthy
40,68.7,61.4,88.1,44.2,14.3,Diseased
29.3,80.9,46.8,26.1,74.1,12,Diseased
32.8,77,22.4,20.2,42.9,12.1,Diseased
29,85.7,59.9,97.6,29.2,19,Healthy
32.6,51,62.4,41.8,41.8,9.4,Diseased
34.6,42.8,43.9,59.5,26.6,39.3,Healthy
29.7,57.8,27.6,70.8,31.7,13.7,Diseased
36.7,69.4,49.3,34,29.6,23.2,Healthy
33,61.6,30.2,59.7,75.4,15.5,Healthy
21.5,74.6,21.1,82,36,25.6,Diseased
24.2,41.2,54.6,54,38.5,13.7,Healthy
31.6,83.4,28.6,92.6,42.5,16.1,Diseased
21.2,88.9,25.5,62.1,25.3,18.2,Diseased
32.5,57.8,20.9,75.4,38,45.4,Diseased
23.2,71.5,65.5,40.1,28.8,22.7,Diseased
25.5,42.4,31.8,11.7,57.6,5.7,Diseased
33.6,67.4,26.7,21.9,25,42.8,Diseased
35,47.3,59,86.6,74.3,18.3,Healthy
39.8,64.7,67.1,45.4,33.3,46.3,Diseased
38.9,69.3,35.1,35.4,33.6,18.6,Healthy
34.1,66.4,28,95.7,17.1,12.3,Diseased
33.8,80.5,33.3,46.8,34.1,47.4,Healthy
34.4,57.3,37.1,80.7,26.4,19.9,Healthy
39,66.8,38,90.5,24.7,19.5,Healthy
33.9,72,53.3,89.8,27.5,29.7,Healthy
33.3,54.8,38,35.3,36.5,30.7,Healthy
22.1,85.5,68,52.4,39,13.1,Diseased
33.4,53.3,49.3,61.5,64.9,28.3,Healthy
37.5,80.5,23.5,33.8,41.7,32.6,Diseased
37.5,44,36.1,52.7,68.3,46.7,Healthy
24.8,43.1,37.4,65.1,62,32.2,Healthy
34.3,53.3,27.3,50.3,35.9,45.2,Diseased
33.4,61.4,33.4,18.1,12.8,30.8,Diseased
35.8,59.1,22.1,36.2,75.1,14.3,Diseased
20.2,81.3,64,73.2,24.9,8,Diseased
23.1,69,51.9,50.1,78.1,41.8,Healthy
34.6,86.3,30.4,73.4,34.1,32.2,Healthy
23.8,67.3,29.6,33.1,64.3,31.4,Diseased
30.8,76.5,56.8,38.2,49.5,15.3,Healthy
35.9,78,57.8,67.7,11.8,30.8,Diseased
39.2,46.3,67.9,22,39.7,44.9,Diseased
29.4,59.7,27.5,82.5,63.3,37.2,Diseased
30.2,89.4,66.1,10.3,13.3,29.9,Diseased
30.1,66.4,65.7,52.6,44.2,33.1,Diseased
27,66.9,32.4,50.3,36.9,11.1,Healthy
24.5,54.9,42,49.7,16.3,31.1,Diseased
37.5,67.4,48.9,33.3,40.8,14.9,Healthy
34.7,47.6,66.8,37.3,50.1,35.8,Diseased
21.5,43.2,21.5,28.8,15.2,33,Diseased
23,88.2,62.2,91.7,59.9,11.4,Diseased
26.9,48,32.4,65.4,37.2,15.7,Healthy
24.5,65.2,33.1,53.6,40.8,22.2,Healthy
30,63.4,67.6,24.9,36.5,36.9,Diseased
31.1,87.1,60.4,38.3,25.9,25.8,Diseased
36.3,62.3,65.6,52.9,68.6,20.2,Diseased
26.1,81.2,55.9,28.8,16.6,20.4,Diseased
32.1,77.5,28.3,96,17.5,21.2,Diseased
22.7,50.2,46.6,59.7,57.9,49.7,Healthy
33.5,41.9,52.7,32.9,64.7,22.2,Healthy
29.5,51.3,34.3,63.3,32.8,20.3,Healthy
36.5,57.9,50.6,81.2,72.3,36.7,Healthy
37,83.3,34.2,23.2,54,27.7,Diseased
30.6,82,61.3,65.1,38.8,42.1,Diseased
22,73.9,35.8,17.1,42.6,32.5,Diseased
22.3,76.8,55.7,76.8,13.5,33.9,Diseased
24.1,54.8,36.6,68.3,73.7,28.4,Healthy
36.5,89.8,38.7,91.2,72,33.5,Healthy
25.6,46.6,62.3,42.1,77.2,38.3,Diseased
21.8,68,58.7,19.2,22.6,10.5,Diseased
37.3,53.5,42,59.2,56.6,6.3,Diseased
23.5,45.5,59.3,12.1,16.2,38.1,Diseased
34.3,44.8,69.9,10.7,78.1,31.6,Diseased
33.5,88,47.2,63.4,55.5,6.9,Diseased
38.7,61.4,43.6,90.6,19.1,15.9,Diseased
32.1,59.1,43.3,99,35.8,45.6,Healthy
24.4,81.6,68.6,54,44.1,10.5,Diseased
35.4,75.1,37.2,44,48.1,48.7,Healthy
36.9,82.7,23.7,40,50.2,35.4,Diseased
32.5,47.1,57.6,45.8,11.3,7.7,Diseased
36.7,59.2,59.4,50.3,38.2,15.4,Healthy
32.5,41,57.5,49.3,36.7,49.9,Healthy
35.6,72.8,53.3,34.4,55.6,31.1,Healthy
33.7,79.8,46.7,37,25.5,8.5,Diseased
37.7,69.8,21.6,36.8,72.8,13.4,Diseased
36.8,60,60.5,88.2,37.1,5.3,Diseased
26.1,47.2,44.8,22.4,21,13,Diseased
29.9,85.3,50.3,13.8,16.9,8.5,Diseased
33.6,57.1,65.2,23.3,34.7,45.8,Diseased
24.7,51.4,31.2,82.6,52,33.6,Healthy
39.6,81.7,63.2,61.3,25.9,13.3,Diseased
31.4,74.6,53,28.1,37.3,37.3,Diseased
29.2,61.7,51.8,44.3,56.3,49.8,Healthy
22.2,86.8,28.4,33,34.7,46.9,Diseased
26.6,84.5,57.2,28.7,78.2,15.2,Diseased
37.7,69.8,37.8,57.7,27.3,10.4,Healthy
28.1,41.4,54.5,52.7,56.2,10.2,Healthy
36.5,50,36.7,11.1,17.6,20.2,Diseased
24,61.7,24.7,44.1,33.5,48.3,Diseased
38.1,60.8,56.9,46.7,46.7,41.4,Healthy
20.5,67.8,54,14.8,75.2,22.3,Diseased
34.7,86.1,58.6,32.6,15.5,13.1,Diseased
39,65.6,32.6,30.9,57,32.1,Healthy
32.3,56.3,27,19.8,42.2,12.4,Diseased
33.7,85.8,36.8,78.1,26.6,9.6,Diseased
20.3,55.6,40.3,69.7,76.1,40.8,Healthy
21,51.4,55.9,24.3,56.4,33.5,Diseased
39.9,73.9,67.9,38.6,16.3,40.2,Diseased
22.1,56,63.2,33,13.7,42.1,Diseased
20.1,84.1,60.7,46.5,14.2,23.6,Diseased
20.8,70.6,48.9,57.7,29.5,32.2,Healthy
24,59.9,46.3,91,61.1,13,Healthy
23.6,44,42,97.9,36.6,17.5,Healthy
38.8,81.5,22.5,28.4,23.4,6.8,Diseased
27.8,78.8,35.2,20.1,78.3,22.6,Diseased
36,48.1,26.1,60,60,19.3,Diseased
33.6,53.8,68.5,99,28.3,13.2,Diseased
27.2,48.4,64.7,76.5,14.2,28.6,Diseased
21,57.1,23.8,35.8,61.6,24.5,Diseased
34.5,61.9,70,50.7,17,26.4,Diseased
36,66.3,65.3,25.6,45.3,40.1,Diseased
35.6,69.1,38.8,75.5,18.4,49.2,Diseased
36.9,82.6,48.7,97.8,11.8,23.7,Diseased
32.1,76.7,68,46,36.1,39.6,Diseased
27.5,62,36.6,16.1,67.3,40.3,Diseased
32.7,62,47.6,28.8,77.8,38.4,Diseased
21.2,70.5,44.5,83.4,75.2,35.5,Healthy
21.5,49.6,34.8,31.6,35.1,26.5,Healthy
28.3,74.3,36.2,47.8,66.7,23.2,Healthy
39.8,85.3,20.7,85.8,65.6,47.2,Diseased
30.3,75,57.6,89.6,36.4,21.7,Healthy
37,44.1,35.5,52.7,78.2,42,Healthy
39.3,44,43.1,18.2,43.3,48,Diseased
22.7,41.2,30.9,19,38.9,37.2,Diseased
22,48.8,65.5,83,48.7,15.5,Diseased
26.9,71.7,45.5,83.8,57.2,30.9,Healthy
28.4,71.5,57.5,62.6,71.5,25.8,Healthy
28.8,43.8,29.5,24.8,61.3,35.6,Diseased
28.2,52.9,42.9,87.3,27.8,29.5,Healthy
30.2,42.2,69.6,63.9,37.1,7.1,Diseased
20.4,49.5,60.3,90.2,55.5,17.3,Diseased
32.5,86.6,25.5,73.5,40.6,45.5,Diseased
35.5,67.4,25.9,19.9,14.2,25.4,Diseased
22.2,42.9,60.3,74.9,45.5,7,Diseased
37.7,46.6,37.7,91.4,61.1,16.7,Healthy
30.7,58.7,51.4,15,61.8,40.6,Diseased
38.8,67.3,65.5,54.6,45.6,16.9,Diseased
37.1,52.7,44.1,97.3,34,34.7,Healthy
29.5,89.9,31,24,14.7,41.1,Diseased
31,64,34.5,96,71.9,26.5,Healthy
26.3,65.2,29.4,13.3,68.1,36.8,Diseased
25.1,75.6,60.5,58.3,23.6,5.6,Diseased
23.1,46.1,66.7,62.5,24.4,44.7,Diseased
29.9,60.1,64.8,82.8,56.4,41.6,Diseased
34.8,48.8,58.1,96.1,76.2,42,Healthy
22.3,71.2,48.8,25,10.4,42.3,Diseased
30.6,81.3,26.9,65,19.7,10.3,Diseased
35.4,89.3,25.5,55.4,44,13.4,Diseased
27.5,65.5,32.1,78.8,29.8,41.8,Healthy
29.3,40.6,48.3,62.5,41.1,26.8,Healthy
35.4,70.5,55.3,83,19.9,46.3,Diseased
39.2,62.8,39.6,41,67.5,22.4,Healthy
27.2,65.6,67,76.7,16,17.3,Diseased
25.4,54.9,64,57.7,37.8,44.2,Diseased
32.8,52.7,65.3,64,15.2,13.3,Diseased
30.9,51,62.9,50.5,59.9,26,Diseased
22.8,76.4,66.4,82.4,43.4,20.5,Diseased
37.5,45.1,30.1,22.8,51.7,10,Diseased
37.5,62.3,61.2,57.5,41.3,40.6,Diseased
27,50.5,68.5,42.9,24.8,27.3,Diseased
34.7,54.9,68.7,23.4,55,36.8,Diseased
29.7,60.5,39.7,55.9,30.8,26.2,Healthy
23.2,62.9,38.9,67.9,70.1,13.7,Healthy
20.1,56.9,37.6,71.2,45.9,18,Healthy
30.6,53.7,39.9,95.3,46.5,12.6,Healthy
32.1,40.5,21.8,83.2,55.2,11.6,Diseased
39.2,82.7,42.3,54.3,15.4,37.6,Diseased
30.9,63.5,46.9,93.6,47.9,21.9,Healthy
22.6,81.7,44.5,77.5,41.5,25.5,Healthy
36.5,49.8,46,73.4,78.2,16.9,Healthy
26.1,89.1,23.9,68,46.2,9.6,Diseased
28.6,48.8,40.1,24.4,19.9,28.8,Diseased
32.1,46,44.4,73.2,30.1,36.3,Healthy
32.1,87.4,60.8,21.5,74.4,5.5,Diseased
32.9,68.7,25.1,36.7,14.2,19.7,Diseased
22.2,42.1,23,26.2,77.8,49.1,Diseased
32.3,89,52.3,49.5,14.4,16.6,Diseased
38.4,67.6,31.5,43.6,76.1,9.7,Diseased
36.6,46.1,23,29.8,77,37.8,Diseased
36.8,79,35.2,28.2,15.1,36.9,Diseased
39.7,78.6,32.1,86.2,32.9,45.2,Healthy
31.4,60.7,47.9,78,20,29.1,Healthy
30.2,57,20.5,34.1,24,31.7,Diseased
26.6,89.5,68,24.1,79.9,10.7,Diseased
29,87.2,30.6,61.2,33.1,45.9,Healthy
36.1,53.6,30,91.1,26.1,30.2,Healthy
33.3,64.9,62.1,12.3,23.5,12.5,Diseased
33.4,47.4,43.7,58.8,61.1,48.5,Healthy
36.2,57.7,36.7,57.4,26.2,12.1,Healthy
34.3,63.6,35.5,38.7,64.5,33.3,Healthy
22.5,69,30.7,22.7,77.7,43.8,Diseased
27.8,76.2,24.9,70.5,32.3,26.5,Diseased
34.5,53.4,24.3,74.2,48.7,28.2,Diseased
32,71.1,30.8,54.5,13.5,20,Diseased
24.3,70.6,67,29.4,58.9,49.4,Diseased
29.8,72.3,65.3,57.2,35.3,37.4,Diseased
29.2,75.7,20.8,54.4,60.1,28.7,Diseased
20.9,67.7,20.3,95.4,41.5,35.6,Diseased
22.4,59.5,32.4,28.4,34,21.2,Diseased
22,77.7,66.9,46.3,54.4,42.3,Diseased
23,87.1,51.2,64.6,16.3,23.8,Diseased
22.4,71.4,49,67.2,13.5,21.6,Diseased
30.5,75.4,66,36.2,23.6,19.9,Diseased
30.9,85.2,57.1,23,61.7,23.4,Diseased
29.7,55.1,37.6,84.1,77.5,17,Healthy
33.5,52.7,42,26.9,66.8,28.1,Diseased
24.6,61.5,54.4,52.3,11.9,5.4,Diseased
33.9,67.2,38.8,76,37.3,12.6,Healthy
31,62.1,65.6,15.6,24.5,30.4,Diseased
29.5,70.8,27.4,90.3,45,48.5,Diseased
21.9,45,33.8,58.7,11.4,33.7,Diseased
38,42.5,41.9,84.7,63.8,45.9,Healthy
29.9,86.9,34.7,10.2,54.7,20.7,Diseased
24.2,57.3,54.7,90.1,43.5,27.2,Healthy
33.7,84.9,20.6,45,62.6,18.4,Diseased
21.2,65,42.3,19,13.3,25.5,Diseased
28,58.5,32.5,90.6,75.5,13.2,Healthy
22.2,52.9,28.9,18.7,23.1,9.3,Diseased
20.3,58.6,29.2,70.9,40.1,40.5,Diseased
39.5,65,30.4,17.2,43.6,17.7,Diseased
32,71.2,43.4,83.5,52.9,30.5,Healthy
24.9,63.9,33.8,28.1,56.2,11.7,Diseased
32,52,23.8,61.2,67.2,13.5,Diseased
34.1,79.6,33,86.3,60.9,5.2,Diseased
30.5,50.5,53.6,44,26.9,43.3,Healthy
26.2,47.8,30.2,12,16.4,31.5,Diseased
38.1,65.7,63.3,76.5,65.9,17.5,Diseased
25.5,42.3,66.6,55.1,71.3,49,Diseased
31,81.9,39.4,55.4,59.6,36.8,Healthy
30.7,45.1,38.2,75.2,27.2,8.2,Diseased
21.8,46.4,63,23.6,59.6,14.9,Diseased
37.2,58.8,57.9,25.5,56.3,42.9,Diseased
31.3,80.1,43.9,21.8,29.2,14.6,Diseased
36.6,87.1,61.3,90.3,55.4,15.5,Diseased
26.7,59.2,31.6,56.3,10.3,6,Diseased
38.6,80.6,40.2,49.6,23.8,9.4,Diseased
26.1,49.3,45.1,31.5,33,22,Healthy
29,42.9,36.4,48.9,29.6,7.6,Diseased
23.5,80.6,62.5,76.6,54.6,37.2,Diseased
21,65.3,20.3,48.4,44,37.9,Diseased
37.5,57.3,58.5,45.3,62.6,33.9,Healthy
23.9,44.8,37.2,63,79.2,25.3,Healthy
24.9,53.2,61.4,15.8,45,19.9,Diseased
24.3,40.6,31.5,27.1,73.3,7.8,Diseased
31.4,61.4,50.6,27.1,18.7,28.9,Diseased
30.8,88.8,59.9,89.5,31.5,8.9,Diseased
29.1,82.9,26.6,16.7,30.8,49.9,Diseased
